AgentCode,PeriodStart,PeriodEnd,RetentionRate_adj,SubmissionQuality,LRadj_BENEFIT_inverted,EarnedPremium,IncurredLoss,CommissionAmount,CommissionWrittenPremium,EligibleForRenewal,Renewals,PoliciesActive,NewCount,RewriteCount,Submitted,Quoted,Bound,RewrittenPolicyRatio,LossRatio,RetentionRate,LossRatio_adj,EP_percentile_peer,EP_decile_peer,EP_utility_peer
120120,2025-04-01,2026-03-31,0.796,0.3529,0.4352,29672.91,3016.74,3636.98,29672.91,12,7,12,5,0,34.0,28.0,12.0,0.0,0.1017,0.5833,0.5648,0.627906976744186,7,0.9377542880504128
120121,2025-04-01,2026-03-31,0.8005,0.3125,0.3445,8826.02,0.0,1000.02,7794.030000000001,5,3,5,1,0,16.0,12.0,5.0,0.0,0.0,0.6,0.6555,0.026578073089700997,1,0.8273466084780604
120122,2025-04-01,2026-03-31,0.9005,0.3226,0.4739,34685.520000000004,2250.67,2907.4300000000003,25660.190000000002,10,8,10,1,0,31.0,22.0,10.0,0.0,0.0649,0.8,0.5261,0.7275747508305648,8,0.951967446269306
120123,2025-04-01,2026-03-31,0.882,0.381,0.5667,76712.69,4026.0099999999998,6701.08,57090.72,16,12,16,3,0,42.0,31.0,16.0,0.0,0.0514,0.75,0.4333,0.9950166112956811,10,1.0
120124,2025-04-01,2026-03-31,0.7344,0.3023,0.3804,28293.239999999998,6740.969999999999,3741.75,27721.85,13,6,13,6,0,43.0,34.0,13.0,0.0,0.2383,0.4615,0.6196,0.5946843853820598,6,0.9334188500402754
120125,2025-04-01,2026-03-31,0.7687,0.32,0.3111,20717.9,9535.310000000001,2100.54,17717.9,8,4,8,3,0,25.0,19.0,8.0,0.0,0.4602,0.5,0.6889,0.33554817275747506,4,0.9050429760166574
120126,2025-04-01,2026-03-31,0.7406,0.3125,0.3261,30796.2,12531.269999999999,3965.76,30012.86,10,5,10,3,0,32.0,23.0,10.0,0.0,0.4069,0.5,0.6739,0.6578073089700996,7,0.9411377327898345
120127,2025-04-01,2026-03-31,0.6743,0.2812,0.4004,21067.67,2170.91,2380.71,20746.16,9,3,9,4,0,32.0,24.0,9.0,0.0,0.103,0.3333,0.5996,0.3488372093023256,4,0.9065674175016537
120128,2025-04-01,2026-03-31,0.7776,0.3438,0.4239,26774.9,2688.98,2588.23,26774.9,11,6,11,5,0,32.0,25.0,11.0,0.0,0.1004,0.5455,0.5761,0.5348837209302325,6,0.928396255616405
120129,2025-04-01,2026-03-31,0.6697,0.3103,0.3613,28056.36,8046.07,4095.9900000000002,28056.36,9,3,9,5,1,29.0,21.0,9.0,0.2,0.2868,0.3333,0.6387,0.5813953488372093,6,0.932653271278062
120130,2025-04-01,2026-03-31,0.7511,0.3529,0.3744,17001.559999999998,2131.17,2582.7200000000003,16185.939999999999,6,3,6,2,0,17.0,15.0,6.0,0.0,0.1254,0.5,0.6256,0.23255813953488372,3,0.8870417037984029
120131,2025-04-01,2026-03-31,0.8574,0.3704,0.3718,11561.52,0.0,1271.92,10589.47,10,7,10,1,0,27.0,22.0,10.0,0.0,0.0,0.7,0.6282,0.09634551495016612,1,0.8519288058696163
120132,2025-04-01,2026-03-31,0.8248,0.3333,0.2506,20206.989999999998,26940.54,2354.56,18327.89,11,7,11,2,0,33.0,27.0,11.0,0.0,1.0,0.6364,0.7494,0.31893687707641194,4,0.9027693271406885
120133,2025-04-01,2026-03-31,0.7198,0.322,0.5494,54891.05,9520.820000000002,6817.26,50921.15,19,8,19,8,0,59.0,47.0,19.0,0.0,0.1734,0.4211,0.4506,0.9401993355481728,10,0.9937662950180067
120134,2025-04-01,2026-03-31,0.7572,0.3226,0.4761,27893.12,0.0,1591.8400000000001,12432.28,10,5,10,2,0,31.0,24.0,10.0,0.0,0.0,0.5,0.5239,0.5647840531561462,6,0.9321219203836618
120135,2025-04-01,2026-03-31,0.6617,0.3,0.4644,26052.5,0.0,2601.45,21505.67,9,3,9,5,0,30.0,24.0,9.0,0.0,0.0,0.3333,0.5356,0.5116279069767442,6,0.925905711114586
120136,2025-04-01,2026-03-31,0.6844,0.3667,0.3182,19700.33,8096.200000000001,1961.17,18883.68,11,4,11,5,0,30.0,23.0,11.0,0.0,0.411,0.3636,0.6818,0.30564784053156147,4,0.9004570983714084
120137,2025-04-01,2026-03-31,0.8188,0.3333,0.4196,19700.77,249.96,2360.04,16700.77,8,5,8,2,0,24.0,17.0,8.0,0.0,0.0127,0.625,0.5804,0.3089700996677741,4,0.9004591320740934
120138,2025-04-01,2026-03-31,0.7362,0.3167,0.5108,44983.48,2701.98,4559.67,37641.1,19,9,19,7,0,60.0,47.0,19.0,0.0,0.0601,0.4737,0.4892,0.8903654485049833,9,0.9756403975908959
120139,2025-04-01,2026-03-31,0.7594,0.359,0.4488,38386.35,5225.05,4314.400000000001,37526.47,14,7,14,4,0,39.0,25.0,14.0,0.0,0.1361,0.5,0.5512,0.7840531561461794,8,0.9611989814230611
120140,2025-04-01,2026-03-31,0.8031,0.3448,0.4037,25558.36,3580.2300000000005,2721.49,25558.36,10,6,10,4,0,29.0,22.0,10.0,0.0,0.1401,0.6,0.5963,0.4883720930232558,5,0.9241620160755171
120141,2025-04-01,2026-03-31,0.7353,0.3333,0.4829,35412.26,2041.71,4682.7699999999995,35257.11,13,6,13,5,1,39.0,29.0,13.0,0.2,0.0577,0.4615,0.5171,0.7375415282392026,8,0.9538556251940891
120142,2025-04-01,2026-03-31,0.8181,0.32,0.325,39348.37,17010.7,2966.65,29700.43,8,5,8,1,0,25.0,20.0,8.0,0.0,0.4323,0.625,0.675,0.7973421926910299,8,0.963452936402806
120143,2025-04-01,2026-03-31,0.8012,0.3704,0.3595,15321.5,2285.26,1845.46,15007.29,10,6,10,3,0,27.0,17.0,10.0,0.0,0.1492,0.6,0.6405,0.17940199335548174,2,0.8775675127373576
120144,2025-04-01,2026-03-31,0.6672,0.3158,0.3666,28409.68,7874.59,2974.24,27661.79,12,4,12,5,1,38.0,31.0,12.0,0.2,0.2772,0.3333,0.6334,0.6013289036544851,7,0.9337928290622118
120145,2025-04-01,2026-03-31,0.8018,0.3125,0.2644,9997.85,10820.26,1708.46,9584.16,5,3,5,1,0,16.0,13.0,5.0,0.0,1.0,0.6,0.7356,0.059800664451827246,1,0.8386976724925387
120146,2025-04-01,2026-03-31,0.7307,0.375,0.3837,12989.36,0.0,1255.51,12365.76,9,4,9,3,0,24.0,19.0,9.0,0.0,0.0,0.4444,0.6163,0.11960132890365449,2,0.8625318988808787
120147,2025-04-01,2026-03-31,0.7131,0.3125,0.3123,11302.48,4035.2400000000002,1237.62,10325.18,5,2,5,1,0,16.0,9.0,5.0,0.0,0.357,0.4,0.6877,0.08305647840531562,1,0.8498655153229386
120148,2025-04-01,2026-03-31,0.7701,0.3243,0.4853,29172.489999999998,0.0,3223.49,29172.489999999998,12,6,12,6,0,37.0,29.0,12.0,0.0,0.0,0.5,0.5147,0.6146179401993356,7,0.9362055319714526
120149,2025-04-01,2026-03-31,0.7082,0.3571,0.5738,62322.96,2945.86,5125.52,46627.38,15,6,15,5,0,42.0,28.0,15.0,0.0,0.0473,0.4,0.4262,0.9667774086378738,10,1.0
120150,2025-04-01,2026-03-31,0.7239,0.3684,0.4071,16990.3,0.0,1825.7099999999998,16990.3,7,3,7,4,0,19.0,15.0,7.0,0.0,0.0,0.4286,0.5929,0.2292358803986711,3,0.8869813779968291
120151,2025-04-01,2026-03-31,0.8842,0.3333,0.2087,21200.519999999997,68710.89,1893.41,15389.789999999999,8,6,8,1,0,24.0,19.0,8.0,0.0,1.0,0.75,0.7913,0.3588039867109635,4,0.907139810041852
120152,2025-04-01,2026-03-31,0.8057,0.3448,0.4728,27330.64,0.0,3098.31,26923.07,10,6,10,2,1,29.0,21.0,10.0,0.5,0.0,0.6,0.5272,0.5548172757475083,6,0.9302669132755093
120153,2025-04-01,2026-03-31,0.8549,0.3704,0.3752,28568.34,7052.14,983.24,9085.02,10,7,10,1,0,27.0,20.0,10.0,0.0,0.2469,0.7,0.6248,0.6079734219269103,7,0.934299949544023
120154,2025-04-01,2026-03-31,0.8262,0.3235,0.5336,42895.6,0.0,4903.58,42408.65,11,7,11,3,0,34.0,27.0,11.0,0.0,0.0,0.6364,0.4664,0.8538205980066446,9,0.9713126984966286
120155,2025-04-01,2026-03-31,0.6929,0.325,0.2861,39951.94,25669.98,2414.58,19677.03,13,5,13,5,0,40.0,31.0,13.0,0.0,0.6425,0.3846,0.7139,0.8039867109634552,9,0.9648391028096063
120156,2025-04-01,2026-03-31,0.8991,0.3846,0.4665,26269.93,0.0,2681.1400000000003,23104.309999999998,10,8,10,0,0,26.0,18.0,10.0,,0.0,0.8,0.5335,0.5249169435215947,6,0.9266625137503565
120157,2025-04-01,2026-03-31,0.6588,0.3043,0.3531,9471.710000000001,0.0,955.95,9098.9,7,2,7,3,0,23.0,16.0,7.0,0.0,0.0,0.2857,0.6469,0.04318936877076412,1,0.8337753339424447
120158,2025-04-01,2026-03-31,0.8541,0.3448,0.5356,45273.43,380.99,4950.5599999999995,45007.29,10,7,10,2,0,29.0,21.0,10.0,0.0,0.0084,0.7,0.4644,0.9003322259136213,10,0.9762254566371651
120159,2025-04-01,2026-03-31,0.7326,0.3,0.4526,23739.58,0.0,2347.21,15010.59,9,4,9,2,0,30.0,24.0,9.0,0.0,0.0,0.4444,0.5474,0.43521594684385384,5,0.917440053332423
120160,2025-04-01,2026-03-31,0.7638,0.3243,0.3205,38826.81,17755.71,4367.41,37644.3,12,6,12,3,0,37.0,26.0,12.0,0.0,0.4573,0.5,0.6795,0.7940199335548173,8,0.9622378815174402
120161,2025-04-01,2026-03-31,0.8161,0.3077,0.2892,13038.66,7891.53,1648.31,13038.66,8,5,8,3,0,26.0,17.0,8.0,0.0,0.6052,0.625,0.7108,0.12292358803986711,2,0.862876834555477
120162,2025-04-01,2026-03-31,0.7527,0.3333,0.4343,21081.75,0.0,1012.4100000000001,10126.05,6,3,6,2,0,18.0,15.0,6.0,0.0,0.0,0.5,0.5657,0.3521594684385382,4,0.9066282527993444
120163,2025-04-01,2026-03-31,0.8275,0.3143,0.2453,27935.91,36240.93,3541.81,27935.91,11,7,11,4,0,35.0,28.0,11.0,0.0,1.0,0.6364,0.7547,0.5681063122923588,6,0.9322615031842828
120164,2025-04-01,2026-03-31,0.902,0.2941,0.3272,7647.87,0.0,780.77,7032.2300000000005,5,4,5,0,0,17.0,15.0,5.0,,0.0,0.8,0.6728,0.008305647840531562,1,0.8143011677730075
120165,2025-04-01,2026-03-31,0.7973,0.3333,0.2907,24389.14,14851.82,2577.43,24389.14,12,7,12,5,0,36.0,27.0,12.0,0.0,0.609,0.5833,0.7093,0.45514950166112955,5,0.9198980905814937
120166,2025-04-01,2026-03-31,0.831,0.3438,0.4993,33408.49,0.0,3045.2999999999997,25604.06,11,7,11,3,0,32.0,22.0,11.0,0.0,0.0,0.6364,0.5007,0.6976744186046512,7,0.9485516219167373
120167,2025-04-01,2026-03-31,0.8525,0.3704,0.5063,33860.69,0.0,3138.37,30254.58,10,7,10,2,0,27.0,20.0,10.0,0.0,0.0,0.7,0.4937,0.7142857142857143,8,0.9497758807046736
120168,2025-04-01,2026-03-31,0.7889,0.3265,0.4497,42111.09,6480.220000000001,3617.9700000000003,42111.09,16,9,16,7,0,49.0,37.0,16.0,0.0,0.1539,0.5625,0.5503,0.8372093023255814,9,0.9696319115517562
120169,2025-04-01,2026-03-31,0.8221,0.2857,0.4535,23908.08,0.0,3550.7,23641.96,8,5,8,2,0,28.0,21.0,8.0,0.0,0.0,0.625,0.5465,0.4418604651162791,5,0.918084084797165
120170,2025-04-01,2026-03-31,0.7756,0.3333,0.66,74525.52,0.0,3566.58,33474.13,13,7,13,3,0,39.0,32.0,13.0,0.0,0.0,0.5385,0.34,0.9867109634551495,10,1.0
120171,2025-04-01,2026-03-31,0.8115,0.4545,0.3971,15381.86,0.0,1181.16,9685.470000000001,5,3,5,1,0,11.0,11.0,5.0,0.0,0.0,0.6,0.6029,0.18272425249169436,2,0.8779255273666874
120172,2025-04-01,2026-03-31,0.7915,0.3043,0.3366,24064.5,7848.6900000000005,1924.54,13708.46,7,4,7,2,0,23.0,14.0,7.0,0.0,0.3262,0.5714,0.6634,0.4485049833887043,5,0.9186778952190032
120173,2025-04-01,2026-03-31,0.7694,0.2857,0.4121,17662.08,0.0,2126.34,17662.08,8,4,8,4,0,28.0,17.0,8.0,0.0,0.0,0.5,0.5879,0.24916943521594684,3,0.8905123032353641
120174,2025-04-01,2026-03-31,0.755,0.3137,0.2965,42757.62,24760.829999999998,3975.24,29338.95,16,8,16,6,0,51.0,44.0,16.0,0.0,0.5791,0.5,0.7035,0.8471760797342193,9,0.9710193202844176
120175,2025-04-01,2026-03-31,0.7783,0.3143,0.3996,22737.96,2859.62,2696.14,22301.03,11,6,11,4,0,35.0,26.0,11.0,0.0,0.1258,0.5455,0.6004,0.4053156146179402,5,0.9135147467400393
120176,2025-04-01,2026-03-31,0.9149,0.3684,0.354,14079.68,2136.74,1450.17,14079.68,7,6,7,1,0,19.0,18.0,7.0,0.0,0.1518,0.8571,0.646,0.13953488372093023,2,0.8698711071757842
120177,2025-04-01,2026-03-31,0.7729,0.3269,0.159,30252.03,95388.9,2724.5699999999997,26127.89,17,9,17,6,0,52.0,43.0,17.0,0.0,1.0,0.5294,0.841,0.6411960132890365,7,0.9395143386667786
120178,2025-04-01,2026-03-31,0.696,0.3023,0.4222,49515.51,11159.859999999999,4709.18,35839.08,13,5,13,6,0,43.0,30.0,13.0,0.0,0.2254,0.3846,0.5778,0.9235880398671097,10,0.9843812718755204
120179,2025-04-01,2026-03-31,0.7542,0.3415,0.4574,34132.38,3005.3,4446.94,32577.210000000003,14,7,14,4,0,41.0,33.0,14.0,0.0,0.088,0.5,0.5426,0.717607973421927,8,0.9505035997083341
120180,2025-04-01,2026-03-31,0.8737,0.322,0.552,76712.69,12022.01,6141.42,56077.299999999996,19,14,19,4,0,59.0,50.0,19.0,0.0,0.1567,0.7368,0.448,0.9950166112956811,10,1.0
120181,2025-04-01,2026-03-31,0.6806,0.3548,0.5547,57317.33,8745.16,6459.45,57317.33,11,4,11,7,0,31.0,26.0,11.0,0.0,0.1526,0.3636,0.4453,0.946843853820598,10,0.9977048848752075
120182,2025-04-01,2026-03-31,0.7565,0.3125,0.5968,59130.89,0.0,6166.679999999999,54618.16,10,5,10,2,1,32.0,27.0,10.0,0.5,0.0,0.5,0.4032,0.9568106312292359,10,1.0
120183,2025-04-01,2026-03-31,0.8788,0.3636,0.3521,26024.7,7807.129999999999,4004.78,26024.7,8,6,8,2,0,22.0,18.0,8.0,0.0,0.3,0.75,0.6479,0.5083056478405316,6,0.9258084933324343
120184,2025-04-01,2026-03-31,0.7044,0.3226,0.3963,17089.27,707.83,1675.6599999999999,16372.36,10,4,10,5,0,31.0,22.0,10.0,0.0,0.0414,0.4,0.6037,0.23588039867109634,3,0.8875102497530454
120185,2025-04-01,2026-03-31,0.9344,0.4167,0.3795,12596.48,0.0,1336.95,12596.48,5,5,5,0,0,12.0,8.0,5.0,,0.0,1.0,0.6205,0.11295681063122924,2,0.8597353294704424
120186,2025-04-01,2026-03-31,0.8591,0.35,0.4325,20939.48,0.0,2361.61,20939.48,7,5,7,2,0,20.0,17.0,7.0,0.0,0.0,0.7143,0.5675,0.34219269102990035,4,0.9060116709487175
120187,2025-04-01,2026-03-31,0.6484,0.3333,0.3034,10753.5,4508.06,1542.0800000000002,10753.5,4,1,4,3,0,12.0,10.0,4.0,0.0,0.4192,0.25,0.6966,0.07308970099667775,1,0.8453318896999787
120188,2025-04-01,2026-03-31,0.7631,0.3529,0.3675,11077.130000000001,0.0,1499.76,11077.130000000001,6,3,6,3,0,17.0,12.0,6.0,0.0,0.0,0.5,0.6325,0.07973421926910298,1,0.8480317401394515
120189,2025-04-01,2026-03-31,0.9049,0.3235,0.4414,21612.010000000002,0.0,2678.83,21612.010000000002,11,9,11,2,0,34.0,25.0,11.0,0.0,0.0,0.8182,0.5586,0.3687707641196013,4,0.9088902477226118
120190,2025-04-01,2026-03-31,0.7456,0.4,0.3356,28098.74,9910.28,2596.15,23998.91,10,5,10,4,0,25.0,19.0,10.0,0.0,0.3527,0.5,0.6644,0.5880398671096345,6,0.932790713933984
120191,2025-04-01,2026-03-31,0.8509,0.4,0.4087,25794.78,3258.62,3175.02,25794.78,10,7,10,3,0,25.0,16.0,10.0,0.0,0.1263,0.7,0.5913,0.4983388704318937,5,0.9250004494162912
120192,2025-04-01,2026-03-31,0.6765,0.3158,0.2759,14166.43,10985.53,1482.29,13299.75,12,4,12,6,0,38.0,28.0,12.0,0.0,0.7755,0.3333,0.7241,0.14285714285714285,2,0.8704304095068401
120193,2025-04-01,2026-03-31,0.8747,0.3243,0.3135,33847.99,16532.83,4127.02,33333.15,12,9,12,2,0,37.0,28.0,12.0,0.0,0.4884,0.75,0.6865,0.7109634551495017,8,0.9497417211872212
120194,2025-04-01,2026-03-31,0.8608,0.3415,0.5035,43066.090000000004,2634.38,5011.04,43066.090000000004,14,10,14,4,0,41.0,33.0,14.0,0.0,0.0612,0.7143,0.4965,0.8604651162790697,9,0.9716739000481943
120195,2025-04-01,2026-03-31,0.8214,0.3478,0.3147,16012.95,6556.14,1844.86,16012.95,8,5,8,3,0,23.0,16.0,8.0,0.0,0.4094,0.625,0.6853,0.19933554817275748,2,0.8815867779121818
120196,2025-04-01,2026-03-31,0.7176,0.3243,0.3735,28010.13,7110.7,1464.71,15760.1,12,5,12,2,0,37.0,30.0,12.0,0.0,0.2539,0.4167,0.6265,0.5714285714285714,6,0.9325031057290984
120197,2025-04-01,2026-03-31,0.7208,0.3256,0.5702,50128.4,2409.0200000000004,2367.9,19951.88,14,6,14,5,0,43.0,39.0,14.0,0.0,0.0481,0.4286,0.4298,0.9269102990033222,10,0.985501467084254
120198,2025-04-01,2026-03-31,0.8174,0.381,0.446,22503.73,0.0,1926.61,17708.760000000002,8,5,8,2,0,21.0,19.0,8.0,0.0,0.0,0.625,0.554,0.38870431893687707,4,0.9125718729643926
120199,2025-04-01,2026-03-31,0.5828,0.3448,0.4442,22233.57,0.0,2801.31,21435.02,10,2,10,6,0,29.0,21.0,10.0,0.0,0.0,0.2,0.5558,0.3853820598006645,4,0.9114721018264341
120200,2025-04-01,2026-03-31,0.7289,0.3462,0.3778,20197.41,3305.67,2507.89,19426.13,9,4,9,4,0,26.0,17.0,9.0,0.0,0.1637,0.4444,0.6222,0.3122923588039867,4,0.9027261473498013
120201,2025-04-01,2026-03-31,0.7557,0.32,0.3988,15560.05,0.0,1029.36,8160.1900000000005,8,4,8,2,0,25.0,23.0,8.0,0.0,0.0,0.5,0.6012,0.1893687707641196,2,0.8789742921977028
120202,2025-04-01,2026-03-31,0.8096,0.3226,0.3465,16548.58,3587.1,2061.19,15965.470000000001,10,6,10,3,0,31.0,24.0,10.0,0.0,0.2168,0.6,0.6535,0.2159468438538206,3,0.8845827500099298
120203,2025-04-01,2026-03-31,0.927,0.2812,0.5819,59838.17,1390.02,7214.01,59838.17,9,8,9,1,0,32.0,21.0,9.0,0.0,0.0232,0.8889,0.4181,0.9601328903654485,10,1.0
120204,2025-04-01,2026-03-31,0.8727,0.3191,0.2223,48701.92,90410.33,5419.82,47842.11,15,11,15,2,0,47.0,34.0,15.0,0.0,1.0,0.7333,0.7777,0.9136212624584718,10,0.9828726399216748
120205,2025-04-01,2026-03-31,0.7666,0.3429,0.5399,43832.759999999995,0.0,4945.39,42508.6,12,6,12,4,0,35.0,23.0,12.0,0.0,0.0,0.5,0.4601,0.8704318936877077,9,0.973280696594088
120206,2025-04-01,2026-03-31,0.6556,0.3889,0.3657,10806.15,0.0,1159.48,10806.15,7,2,7,5,0,18.0,12.0,7.0,0.0,0.0,0.2857,0.6343,0.07641196013289037,1,0.8457766053602171
120207,2025-04-01,2026-03-31,0.7602,0.4,0.4516,33845.59,3477.99,3337.88,33845.59,6,3,6,3,0,15.0,13.0,6.0,0.0,0.1028,0.5,0.5484,0.707641196013289,8,0.9497352644055017
120208,2025-04-01,2026-03-31,0.8689,0.3056,0.5007,33410.93,0.0,3665.66,29053.55,11,8,11,2,0,36.0,22.0,11.0,0.0,0.0,0.7273,0.4993,0.7009966777408638,8,0.9485582721871123
120209,2025-04-01,2026-03-31,0.6347,0.2857,0.2811,13749.73,9727.720000000001,1503.69,13376.01,8,2,8,5,0,28.0,22.0,8.0,0.0,0.7075,0.25,0.7189,0.12956810631229235,2,0.8677118794531221
120210,2025-04-01,2026-03-31,0.8425,0.3429,0.437,29408.35,2899.47,2338.32,21050.91,12,8,12,2,0,35.0,28.0,12.0,0.0,0.0986,0.6667,0.563,0.6245847176079734,7,0.9369387808296769
120211,2025-04-01,2026-03-31,0.7816,0.375,0.2136,20610.0,70625.89,2022.45,16457.17,9,5,9,2,0,24.0,22.0,9.0,0.0,1.0,0.5556,0.7864,0.32558139534883723,4,0.9045675058709207
120212,2025-04-01,2026-03-31,0.707,0.3333,0.3047,30644.489999999998,15657.130000000001,3324.14,29298.350000000002,15,6,15,6,0,45.0,26.0,15.0,0.0,0.5109,0.4,0.6953,0.6445182724252492,7,0.9406880460865651
120213,2025-04-01,2026-03-31,0.7504,0.3571,0.4818,40782.64,3699.09,3769.5,39805.51,10,5,10,3,0,28.0,23.0,10.0,0.0,0.0907,0.5,0.5182,0.813953488372093,9,0.9667130371253367
120214,2025-04-01,2026-03-31,0.8625,0.3684,0.3073,9968.52,3746.88,1211.2,9653.62,7,5,7,1,0,19.0,16.0,7.0,0.0,0.3759,0.7143,0.6927,0.05647840531561462,1,0.8384301656246711
120215,2025-04-01,2026-03-31,0.6522,0.3056,0.3854,26095.829999999998,5440.2699999999995,2616.77,20879.379999999997,11,3,11,7,0,36.0,31.0,11.0,0.0,0.2085,0.2727,0.6146,0.5182724252491694,6,0.9260570313138108
120216,2025-04-01,2026-03-31,0.8679,0.3438,0.4624,25747.22,0.0,2469.49,25220.0,11,8,11,2,0,32.0,26.0,11.0,0.0,0.0,0.7273,0.5376,0.4950166112956811,5,0.9248324030882419
120217,2025-04-01,2026-03-31,0.9371,0.3333,0.3416,18889.66,4979.84,3036.94,18889.66,7,7,7,0,0,21.0,16.0,7.0,,0.2636,1.0,0.6584,0.2857142857142857,3,0.8966308249991765
120218,2025-04-01,2026-03-31,0.8255,0.3333,0.5377,45101.240000000005,320.52,5003.07,40352.770000000004,11,7,11,1,0,33.0,26.0,11.0,0.0,0.0071,0.6364,0.4623,0.893687707641196,9,0.9758784663706292
120219,2025-04-01,2026-03-31,0.8557,0.3333,0.4396,26537.94,1765.88,2658.72,26537.94,10,7,10,3,0,30.0,22.0,10.0,0.0,0.0665,0.7,0.5604,0.53156146179402,6,0.9275867964097436
120220,2025-04-01,2026-03-31,0.8142,0.3333,0.4604,49059.54,7725.16,5800.05,48279.02,13,8,13,3,0,39.0,29.0,13.0,0.0,0.1575,0.6154,0.5396,0.9169435215946844,10,0.9835388517648004
120221,2025-04-01,2026-03-31,0.7017,0.3448,0.2555,18540.29,23788.73,1909.81,17696.39,10,4,10,4,0,29.0,24.0,10.0,0.0,1.0,0.4,0.7445,0.2757475083056478,3,0.8949309345037412
120222,2025-04-01,2026-03-31,0.7823,0.3103,0.5296,42094.52,0.0,4818.54,40578.229999999996,9,5,9,3,0,29.0,21.0,9.0,0.0,0.0,0.5556,0.4704,0.8338870431893688,9,0.9695960741637222
120223,2025-04-01,2026-03-31,0.8517,0.3448,0.14,36002.33,95388.9,4131.64,36002.33,10,7,10,3,0,29.0,24.0,10.0,0.0,1.0,0.7,0.86,0.7408637873754153,8,0.9553604276268811
120224,2025-04-01,2026-03-31,0.7921,0.3256,0.3727,31519.57,8723.48,3035.0499999999997,23644.87,14,8,14,2,0,43.0,32.0,14.0,0.0,0.2768,0.5714,0.6273,0.6710963455149501,7,0.9432518704989143
120225,2025-04-01,2026-03-31,0.8366,0.2857,0.3406,8575.12,0.0,1047.42,8065.599999999999,6,4,6,1,0,21.0,16.0,6.0,0.0,0.0,0.6667,0.6594,0.023255813953488372,1,0.8247207681404388
120226,2025-04-01,2026-03-31,0.7862,0.3333,0.4889,30119.32,0.0,3315.4800000000005,29619.59,9,5,9,3,0,27.0,17.0,9.0,0.0,0.0,0.5556,0.5111,0.6378737541528239,7,0.9391140030310949
120227,2025-04-01,2026-03-31,0.9167,0.2917,0.5049,33682.25,0.0,4496.05,33682.25,7,6,7,1,0,24.0,18.0,7.0,0.0,0.0,0.8571,0.4951,0.7043189368770764,8,0.9492947472220254
120228,2025-04-01,2026-03-31,0.8155,0.3095,0.6029,50809.87,0.0,5436.8,41884.31,13,8,13,3,0,42.0,28.0,13.0,0.0,0.0,0.6154,0.3971,0.9302325581395349,10,0.9867310393383125
120229,2025-04-01,2026-03-31,0.7269,0.2903,0.2937,23799.79,13637.18,1233.37,11260.83,9,4,9,4,0,31.0,24.0,9.0,0.0,0.573,0.4444,0.7063,0.43853820598006643,5,0.9176707080507805
120230,2025-04-01,2026-03-31,0.7763,0.3143,0.4104,20944.89,1303.97,2317.74,20714.309999999998,11,6,11,4,0,35.0,27.0,11.0,0.0,0.0623,0.5455,0.5896,0.34551495016611294,4,0.9060351937868005
120231,2025-04-01,2026-03-31,0.8374,0.2903,0.4717,27292.21,0.0,3074.44,27292.21,9,6,9,2,1,31.0,22.0,9.0,0.5,0.0,0.6667,0.5283,0.5514950166112956,6,0.9301387848837325
120232,2025-04-01,2026-03-31,0.8599,0.2917,0.3812,12755.83,0.0,1455.56,12755.83,7,5,7,2,0,24.0,18.0,7.0,0.0,0.0,0.7143,0.6188,0.11627906976744186,2,0.8608799753954393
120233,2025-04-01,2026-03-31,0.867,0.3043,0.2723,11721.9,11374.52,1553.68,11484.16,7,5,7,1,0,23.0,15.0,7.0,0.0,0.9704,0.7143,0.7277,0.10299003322259136,2,0.8531832120276794
120234,2025-04-01,2026-03-31,0.8359,0.2903,0.5156,36502.31,0.0,3650.2,29935.32,9,6,9,2,0,31.0,20.0,9.0,0.0,0.0,0.6667,0.4844,0.7541528239202658,8,0.9566163040636865
120235,2025-04-01,2026-03-31,0.7249,0.3043,0.3954,15263.85,0.0,1768.46,15263.85,7,3,7,4,0,23.0,16.0,7.0,0.0,0.0,0.4286,0.6046,0.1760797342192691,2,0.877224252775688
120236,2025-04-01,2026-03-31,0.7803,0.2812,0.3325,18866.19,5605.79,2556.38,18866.19,9,5,9,4,0,32.0,21.0,9.0,0.0,0.2971,0.5556,0.6675,0.2823920265780731,3,0.8965176185769779
120237,2025-04-01,2026-03-31,0.7722,0.3333,0.2922,14261.58,8221.7,1674.42,14095.980000000001,6,3,6,2,0,18.0,14.0,6.0,0.0,0.5765,0.5,0.7078,0.1461794019933555,2,0.8710399444083966
120238,2025-04-01,2026-03-31,0.7165,0.3333,0.3622,41025.64,13972.61,4827.66,40455.54,12,5,12,6,0,36.0,28.0,12.0,0.0,0.3406,0.4167,0.6378,0.8205980066445183,9,0.9672539967450311
120239,2025-04-01,2026-03-31,0.8566,0.3333,0.4163,18317.8,0.0,2197.59,18317.8,10,7,10,3,0,30.0,24.0,10.0,0.0,0.0,0.7,0.5837,0.26245847176079734,3,0.8938316134244819
120240,2025-04-01,2026-03-31,0.94,0.3684,0.3171,28643.63,13009.36,2761.5,28643.63,7,7,7,0,0,19.0,15.0,7.0,,0.4542,1.0,0.6829,0.6112956810631229,7,0.9345396123502918
120241,2025-04-01,2026-03-31,0.8533,0.2941,0.3761,26818.54,6267.28,3249.25,26405.3,10,7,10,2,0,34.0,20.0,10.0,0.0,0.2337,0.7,0.6239,0.5382059800664452,6,0.9285445491362508
