AgentCode,PeriodStart,PeriodEnd,RetentionRate,LossRatio,CommissionRatio,RewrittenPolicyRatio,EarnedPremium,IncurredLoss,CommissionAmount,CommissionWrittenPremium,EligibleForRenewal,Renewals,PoliciesActive,NewCount,RewriteCount
120213,2025-04-01,2026-03-31,0.5,0.09,0.09,0.0,40782.64,3699.09,3769.5,39805.51,10,5,10,3,0
120214,2025-04-01,2026-03-31,0.71,0.38,0.13,0.0,9968.52,3746.88,1211.2,9653.62,7,5,7,1,0
120215,2025-04-01,2026-03-31,0.27,0.21,0.13,0.0,26095.829999999998,5440.2699999999995,2616.77,20879.379999999997,11,3,11,7,0
120216,2025-04-01,2026-03-31,0.73,0.0,0.1,0.0,25747.22,0.0,2469.49,25220.0,11,8,11,2,0
120217,2025-04-01,2026-03-31,1.0,0.26,0.16,,18889.66,4979.84,3036.94,18889.66,7,7,7,0,0
120218,2025-04-01,2026-03-31,0.64,0.01,0.12,0.0,45101.240000000005,320.52,5003.07,40352.770000000004,11,7,11,1,0
120219,2025-04-01,2026-03-31,0.7,0.07,0.1,0.0,26537.94,1765.88,2658.72,26537.94,10,7,10,3,0
120220,2025-04-01,2026-03-31,0.62,0.16,0.12,0.0,49059.54,7725.16,5800.05,48279.02,13,8,13,3,0
120221,2025-04-01,2026-03-31,0.4,1.28,0.11,0.0,18540.29,23788.73,1909.81,17696.39,10,4,10,4,0
120222,2025-04-01,2026-03-31,0.56,0.0,0.12,0.0,42094.52,0.0,4818.54,40578.229999999996,9,5,9,3,0
120223,2025-04-01,2026-03-31,0.7,3.48,0.11,0.0,36002.33,125435.25,4131.64,36002.33,10,7,10,3,0
120224,2025-04-01,2026-03-31,0.57,0.28,0.13,0.0,31519.57,8723.48,3035.0499999999997,23644.87,14,8,14,2,0
120225,2025-04-01,2026-03-31,0.67,0.0,0.13,0.0,8575.12,0.0,1047.42,8065.599999999999,6,4,6,1,0
120226,2025-04-01,2026-03-31,0.56,0.0,0.11,0.0,30119.32,0.0,3315.4800000000005,29619.59,9,5,9,3,0
120227,2025-04-01,2026-03-31,0.86,0.0,0.13,0.0,33682.25,0.0,4496.05,33682.25,7,6,7,1,0
120228,2025-04-01,2026-03-31,0.62,0.0,0.13,0.0,50809.87,0.0,5436.8,41884.31,13,8,13,3,0
120229,2025-04-01,2026-03-31,0.44,0.57,0.11,0.0,23799.79,13637.18,1233.37,11260.83,9,4,9,4,0
120230,2025-04-01,2026-03-31,0.55,0.06,0.11,0.0,20944.89,1303.97,2317.74,20714.309999999998,11,6,11,4,0
120231,2025-04-01,2026-03-31,0.67,0.0,0.11,0.5,27292.21,0.0,3074.44,27292.21,9,6,9,2,1
120232,2025-04-01,2026-03-31,0.71,0.0,0.11,0.0,12755.83,0.0,1455.56,12755.83,7,5,7,2,0
120233,2025-04-01,2026-03-31,0.71,0.97,0.14,0.0,11721.9,11374.52,1553.68,11484.16,7,5,7,1,0
120234,2025-04-01,2026-03-31,0.67,0.0,0.12,0.0,36502.31,0.0,3650.2,29935.32,9,6,9,2,0
120235,2025-04-01,2026-03-31,0.43,0.0,0.12,0.0,15263.85,0.0,1768.46,15263.85,7,3,7,4,0
120236,2025-04-01,2026-03-31,0.56,0.3,0.14,0.0,18866.19,5605.79,2556.38,18866.19,9,5,9,4,0
120237,2025-04-01,2026-03-31,0.5,0.58,0.12,0.0,14261.58,8221.7,1674.42,14095.980000000001,6,3,6,2,0
120238,2025-04-01,2026-03-31,0.42,0.34,0.12,0.0,41025.64,13972.61,4827.66,40455.54,12,5,12,6,0
120239,2025-04-01,2026-03-31,0.7,0.0,0.12,0.0,18317.8,0.0,2197.59,18317.8,10,7,10,3,0
120240,2025-04-01,2026-03-31,1.0,0.45,0.1,,28643.63,13009.36,2761.5,28643.63,7,7,7,0,0
120241,2025-04-01,2026-03-31,0.7,0.23,0.12,0.0,26818.54,6267.28,3249.25,26405.3,10,7,10,2,0
120242,2025-04-01,2026-03-31,0.71,0.31,0.12,,42388.03,12948.98,2672.87,22014.550000000003,7,5,7,0,0
120243,2025-04-01,2026-03-31,0.64,0.83,0.14,0.0,38614.19,32180.98,4128.8,29972.48,11,7,11,2,0
120244,2025-04-01,2026-03-31,0.4,0.89,0.09,0.0,19309.35,17128.77,1821.46,19309.35,5,2,5,3,0
120245,2025-04-01,2026-03-31,0.67,0.37,0.15,0.0,15566.900000000001,5723.97,2360.73,15566.900000000001,3,2,3,1,0
120246,2025-04-01,2026-03-31,0.4,0.01,0.12,0.17,47817.229999999996,693.56,4709.56,39612.54,15,6,15,6,1
120247,2025-04-01,2026-03-31,0.5,0.34,0.12,0.0,18975.93,6367.67,2146.89,18157.45,10,5,10,3,0
120248,2025-04-01,2026-03-31,0.82,0.07,0.11,0.0,25415.58,1887.0,2815.81,25415.58,11,9,11,2,0
120249,2025-04-01,2026-03-31,0.78,0.0,0.12,0.0,20633.420000000002,0.0,2567.9900000000002,20633.420000000002,9,7,9,2,0
120250,2025-04-01,2026-03-31,0.36,0.0,0.1,0.0,14263.619999999999,0.0,1350.09,13535.5,11,4,11,5,0
120251,2025-04-01,2026-03-31,0.5,0.0,0.11,0.0,7647.87,0.0,847.8100000000001,7647.87,4,2,4,2,0
120252,2025-04-01,2026-03-31,0.47,0.23,0.11,0.0,37523.840000000004,8708.27,4008.35,37040.13,19,9,19,8,0
120253,2025-04-01,2026-03-31,0.78,0.0,0.15,0.0,25852.37,0.0,3992.6800000000003,25852.37,9,7,9,2,0
120254,2025-04-01,2026-03-31,0.64,0.0,0.14,0.0,31037.37,0.0,4313.84,30281.18,11,7,11,2,0
120255,2025-04-01,2026-03-31,0.67,0.0,0.13,0.0,41682.049999999996,0.0,5256.3,40865.57,15,10,15,4,0
120256,2025-04-01,2026-03-31,0.75,0.0,0.1,0.0,34478.84,0.0,3572.7200000000003,34478.84,8,6,8,2,0
120257,2025-04-01,2026-03-31,0.56,9.59,0.11,0.0,9944.6,95388.9,971.53,8866.63,9,5,9,1,0
120258,2025-04-01,2026-03-31,0.22,0.0,0.09,0.0,9697.59,0.0,780.77,9039.35,9,2,9,5,0
120259,2025-04-01,2026-03-31,0.88,0.0,0.13,0.0,14661.67,0.0,1967.38,14661.67,8,7,8,1,0
120260,2025-04-01,2026-03-31,0.75,0.36,0.12,0.0,36207.68,12994.66,4279.28,36207.68,16,12,16,4,0
120261,2025-04-01,2026-03-31,0.71,0.13,0.12,0.0,28012.690000000002,3627.93,3499.0,28012.690000000002,7,5,7,2,0
120262,2025-04-01,2026-03-31,0.67,0.0,0.14,0.0,25052.85,0.0,3348.6800000000003,24438.08,12,8,12,3,0
120263,2025-04-01,2026-03-31,0.58,0.2,0.13,0.5,24406.37,4963.95,3176.9,23796.89,12,7,12,2,1
120264,2025-04-01,2026-03-31,0.5,0.23,0.11,0.0,22776.010000000002,5181.92,2594.55,22776.010000000002,8,4,8,4,0
120265,2025-04-01,2026-03-31,0.5,0.4,0.13,0.0,32634.84,13189.88,4352.93,32356.559999999998,10,5,10,4,0
120266,2025-04-01,2026-03-31,0.4,0.51,0.14,0.33,24665.65,12618.01,3224.58,23198.280000000002,10,4,10,3,1
120267,2025-04-01,2026-03-31,0.53,0.22,0.11,0.0,59018.66,12950.939999999999,3778.7799999999997,33598.08,15,8,15,5,0
120268,2025-04-01,2026-03-31,0.56,0.0,0.12,0.0,16788.69,0.0,1853.48,15965.97,9,5,9,2,0
120269,2025-04-01,2026-03-31,0.82,1.34,0.12,,20776.25,27768.52,2153.86,17460.2,11,9,11,0,0
120270,2025-04-01,2026-03-31,0.41,0.25,0.1,0.0,49401.66,12262.099999999999,3943.5499999999997,40889.13,17,7,17,7,0
120271,2025-04-01,2026-03-31,0.5,0.14,0.1,0.0,53668.18,7768.03,2783.22,27889.32,12,6,12,4,0
120272,2025-04-01,2026-03-31,0.78,0.07,0.16,,28041.41,1929.04,3902.79,24555.539999999997,9,7,9,0,1
120273,2025-04-01,2026-03-31,0.62,0.07,0.13,0.5,19595.58,1320.39,2468.24,19595.58,8,5,8,2,1
120274,2025-04-01,2026-03-31,0.78,0.08,0.11,0.0,11437.53,971.38,1213.31,11216.87,9,7,9,1,0
120275,2025-04-01,2026-03-31,0.5,0.14,0.1,0.0,37076.22,5302.82,3622.09,36906.159999999996,16,8,16,7,0
120276,2025-04-01,2026-03-31,0.4,0.23,0.1,0.0,44387.11,10064.5,4166.91,43491.2,10,4,10,4,0
120277,2025-04-01,2026-03-31,0.25,0.0,0.11,0.0,18454.66,0.0,1153.54,10123.83,8,2,8,4,0
120278,2025-04-01,2026-03-31,0.67,0.02,0.09,0.0,22701.92,398.27,1988.3000000000002,22701.92,6,4,6,2,0
120279,2025-04-01,2026-03-31,0.64,0.03,0.14,0.0,31976.769999999997,977.16,4336.94,31701.41,11,7,11,3,0
120280,2025-04-01,2026-03-31,0.82,0.49,0.11,0.0,25672.71,12525.72,2741.11,25078.24,11,9,11,1,0
120281,2025-04-01,2026-03-31,1.0,0.0,0.15,,22652.989999999998,0.0,3466.46,22652.989999999998,5,5,5,0,0
120282,2025-04-01,2026-03-31,0.38,0.0,0.1,0.0,17210.48,0.0,1620.84,16657.87,8,3,8,4,0
120283,2025-04-01,2026-03-31,0.56,0.0,0.11,0.0,56509.64,0.0,2359.7,21485.39,9,5,9,1,0
120284,2025-04-01,2026-03-31,0.5,0.21,0.13,0.0,16345.07,3444.22,1726.8300000000002,13345.07,10,5,10,4,0
120285,2025-04-01,2026-03-31,0.62,0.0,0.12,0.0,14411.789999999999,0.0,1790.4599999999998,14411.789999999999,8,5,8,3,0
120286,2025-04-01,2026-03-31,0.82,0.0,0.12,,71668.86,0.0,6647.25,54342.14,11,9,11,0,0
120287,2025-04-01,2026-03-31,0.5,0.0,0.13,0.0,20557.3,0.0,1577.4,12552.26,6,3,6,2,0
120288,2025-04-01,2026-03-31,0.57,0.0,0.12,0.0,11502.29,0.0,1299.9,11296.34,7,4,7,2,0
120289,2025-04-01,2026-03-31,0.6,0.09,0.13,0.0,58780.34,5465.76,7373.18,58780.34,10,6,10,4,0
120290,2025-04-01,2026-03-31,0.69,0.04,0.1,0.0,32918.21,1432.53,3230.8799999999997,32918.21,13,9,13,4,0
120291,2025-04-01,2026-03-31,0.63,0.79,0.14,0.0,44278.01,35011.509999999995,6098.099999999999,43115.520000000004,19,12,19,5,0
120292,2025-04-01,2026-03-31,0.56,2.94,0.11,0.0,13945.83,41010.58,1586.39,13945.83,9,5,9,4,0
120293,2025-04-01,2026-03-31,0.56,0.0,0.15,0.0,29740.58,0.0,4322.22,29201.390000000003,9,5,9,2,0
120294,2025-04-01,2026-03-31,0.71,0.95,0.11,0.0,13754.130000000001,13016.57,1564.76,13754.130000000001,7,5,7,2,0
120295,2025-04-01,2026-03-31,0.78,0.0,0.1,0.0,27010.18,0.0,2150.94,22095.63,9,7,9,1,0
120296,2025-04-01,2026-03-31,0.56,0.34,0.11,0.0,29235.57,9955.17,3115.45,28661.22,9,5,9,3,0
120297,2025-04-01,2026-03-31,0.67,0.0,0.12,0.0,45241.16,0.0,2119.4300000000003,18213.26,9,6,9,2,0
120298,2025-04-01,2026-03-31,0.64,0.4,0.13,0.0,25541.31,10174.380000000001,3259.05,25356.71,14,9,14,4,0
120299,2025-04-01,2026-03-31,0.44,0.0,0.12,0.0,37746.12,0.0,3886.17,33432.7,16,7,16,7,0
ALL,2025-04-01,2026-03-31,0.58,0.3,0.12,0.03,8478701.84,2572441.94,891352.23,7404685.59,3000,1739,3000,884,23
