AgentCode,PeriodStart,PeriodEnd,RetentionRate_adj,SubmissionQuality,LRadj_BENEFIT_inverted,EarnedPremium,IncurredLoss,CommissionAmount,CommissionWrittenPremium,EligibleForRenewal,Renewals,PoliciesActive,NewCount,RewriteCount,Submitted,Quoted,Bound,RewrittenPolicyRatio,LossRatio,RetentionRate,LossRatio_adj,ERadj_BENEFIT_inverted,ExpenseRatio_raw,ExpenseRatio,EP_percentile_peer,EP_decile_peer,EP_utility_peer
120121,4/1/2025,3/31/2026,0.8005,0.3125,0.3445,8826.02,0,1000.02,7794.03,5,3,5,1,0,16,12,5,0,0,0.6,0.6555,0.6731,0.213303618,0.3269,0.026578073,1,0.827346608
120122,4/1/2025,3/31/2026,0.9005,0.3226,0.4739,34685.52,2250.67,2907.43,25660.19,10,8,10,1,0,31,22,10,0,0.0649,0.8,0.5261,0.7112,0.183822586,0.2888,0.727574751,8,0.951967446
120123,4/1/2025,3/31/2026,0.882,0.381,0.5667,76712.69,4026.01,6701.08,57090.72,16,12,16,3,0,42,31,16,0,0.0514,0.75,0.4333,0.7096,0.187352953,0.2904,0.995016611,10,1
120124,4/1/2025,3/31/2026,0.7344,0.3023,0.3804,28293.24,6740.97,3741.75,27721.85,13,6,13,6,0,43,34,13,0,0.2383,0.4615,0.6196,0.6465,0.232248905,0.3535,0.594684385,6,0.93341885
120125,4/1/2025,3/31/2026,0.7687,0.32,0.3111,20717.9,9535.31,2100.54,17717.9,8,4,8,3,0,25,19,8,0,0.4602,0.5,0.6889,0.6926,0.201387689,0.3074,0.335548173,4,0.905042976
120126,4/1/2025,3/31/2026,0.7406,0.3125,0.3261,30796.2,12531.27,3965.76,30012.86,10,5,10,3,0,32,23,10,0,0.4069,0.5,0.6739,0.6512,0.228774329,0.3488,0.657807309,7,0.941137733
120127,4/1/2025,3/31/2026,0.6743,0.2812,0.4004,21067.67,2170.91,2380.71,20746.16,9,3,9,4,0,32,24,9,0,0.103,0.3333,0.5996,0.6741,0.213003004,0.3259,0.348837209,4,0.906567418
120128,4/1/2025,3/31/2026,0.7776,0.3438,0.4239,26774.9,2688.98,2588.23,26774.9,11,6,11,5,0,32,25,11,0,0.1004,0.5455,0.5761,0.6998,0.196666281,0.3002,0.534883721,6,0.928396256
120129,4/1/2025,3/31/2026,0.6697,0.3103,0.3613,28056.36,8046.07,4095.99,28056.36,9,3,9,5,1,29,21,9,0.2,0.2868,0.3333,0.6387,0.6333,0.245991497,0.3667,0.581395349,6,0.932653271
120130,4/1/2025,3/31/2026,0.7511,0.3529,0.3744,17001.56,2131.17,2582.72,16185.94,6,3,6,2,0,17,15,6,0,0.1254,0.5,0.6256,0.6222,0.251910766,0.3778,0.23255814,3,0.887041704
120131,4/1/2025,3/31/2026,0.8574,0.3704,0.3718,11561.52,0,1271.92,10589.47,10,7,10,1,0,27,22,10,0,0,0.7,0.6282,0.6804,0.210013216,0.3196,0.096345515,1,0.851928806
120132,4/1/2025,3/31/2026,0.8248,0.3333,0.2506,20206.99,26940.54,2354.56,18327.89,11,7,11,2,0,33,27,11,0,1,0.6364,0.7494,0.6671,0.216522055,0.3329,0.318936877,4,0.902769327
120133,4/1/2025,3/31/2026,0.7198,0.322,0.5494,54891.05,9520.82,6817.26,50921.15,19,8,19,8,0,59,47,19,0,0.1734,0.4211,0.4506,0.6573,0.224196203,0.3427,0.940199336,10,0.993766295
120134,4/1/2025,3/31/2026,0.7572,0.3226,0.4761,27893.12,0,1591.84,12432.28,10,5,10,2,0,31,24,10,0,0,0.5,0.5239,0.7293,0.15706927,0.2707,0.564784053,6,0.93212192
120135,4/1/2025,3/31/2026,0.6617,0.3,0.4644,26052.5,0,2601.45,21505.67,9,3,9,5,0,30,24,9,0,0,0.3333,0.5356,0.6946,0.199854141,0.3054,0.511627907,6,0.925905711
120136,4/1/2025,3/31/2026,0.6844,0.3667,0.3182,19700.33,8096.2,1961.17,18883.68,11,4,11,5,0,30,23,11,0,0.411,0.3636,0.6818,0.6948,0.199550109,0.3052,0.305647841,4,0.900457098
120137,4/1/2025,3/31/2026,0.8188,0.3333,0.4196,19700.77,249.96,2360.04,16700.77,8,5,8,2,0,24,17,8,0,0.0127,0.625,0.5804,0.6643,0.219794302,0.3357,0.3089701,4,0.900459132
120138,4/1/2025,3/31/2026,0.7362,0.3167,0.5108,44983.48,2701.98,4559.67,37641.1,19,9,19,7,0,60,47,19,0,0.0601,0.4737,0.4892,0.6929,0.201363212,0.3071,0.890365449,9,0.975640398
120139,4/1/2025,3/31/2026,0.7594,0.359,0.4488,38386.35,5225.05,4314.4,37526.47,14,7,14,4,0,39,25,14,0,0.1361,0.5,0.5512,0.6761,0.212394119,0.3239,0.784053156,8,0.961198981
120140,4/1/2025,3/31/2026,0.8031,0.3448,0.4037,25558.36,3580.23,2721.49,25558.36,10,6,10,4,0,29,22,10,0,0.1401,0.6,0.5963,0.6856,0.206481402,0.3144,0.488372093,5,0.924162016
120141,4/1/2025,3/31/2026,0.7353,0.3333,0.4829,35412.26,2041.71,4682.77,35257.11,13,6,13,5,1,39,29,13,0.2,0.0577,0.4615,0.5171,0.647,0.232235841,0.353,0.737541528,8,0.953855625
120142,4/1/2025,3/31/2026,0.8181,0.32,0.325,39348.37,17010.7,2966.65,29700.43,8,5,8,1,0,25,20,8,0,0.4323,0.625,0.675,0.7203,0.175394483,0.2797,0.797342193,8,0.963452936
120143,4/1/2025,3/31/2026,0.8012,0.3704,0.3595,15321.5,2285.26,1845.46,15007.29,10,6,10,3,0,27,17,10,0,0.1492,0.6,0.6405,0.6632,0.220449042,0.3368,0.179401993,2,0.877567513
120144,4/1/2025,3/31/2026,0.6672,0.3158,0.3666,28409.68,7874.59,2974.24,27661.79,12,4,12,5,1,38,31,12,0.2,0.2772,0.3333,0.6334,0.6879,0.204691077,0.3121,0.601328904,7,0.933792829
120145,4/1/2025,3/31/2026,0.8018,0.3125,0.2644,9997.85,10820.26,1708.46,9584.16,5,3,5,1,0,16,13,5,0,1,0.6,0.7356,0.6,0.27088274,0.4,0.059800664,1,0.838697672
120146,4/1/2025,3/31/2026,0.7307,0.375,0.3837,12989.36,0,1255.51,12365.76,9,4,9,3,0,24,19,9,0,0,0.4444,0.6163,0.7001,0.196656802,0.2999,0.119601329,2,0.862531899
120147,4/1/2025,3/31/2026,0.7131,0.3125,0.3123,11302.48,4035.24,1237.62,10325.18,5,2,5,1,0,16,9,5,0,0.357,0.4,0.6877,0.6816,0.209499862,0.3184,0.083056478,1,0.849865515
120148,4/1/2025,3/31/2026,0.7701,0.3243,0.4853,29172.49,0,3223.49,29172.49,12,6,12,6,0,37,29,12,0,0,0.5,0.5147,0.6791,0.210497596,0.3209,0.61461794,7,0.936205532
120149,4/1/2025,3/31/2026,0.7082,0.3571,0.5738,62322.96,2945.86,5125.52,46627.38,15,6,15,5,0,42,28,15,0,0.0473,0.4,0.4262,0.7125,0.18224128,0.2875,0.966777409,10,1
120150,4/1/2025,3/31/2026,0.7239,0.3684,0.4071,16990.3,0,1825.71,16990.3,7,3,7,4,0,19,15,7,0,0,0.4286,0.5929,0.6831,0.207456019,0.3169,0.22923588,3,0.886981378
120151,4/1/2025,3/31/2026,0.8842,0.3333,0.2087,21200.52,68710.89,1893.41,15389.79,8,6,8,1,0,24,19,8,0,1,0.75,0.7913,0.7076,0.189309602,0.2924,0.358803987,4,0.90713981
120152,4/1/2025,3/31/2026,0.8057,0.3448,0.4728,27330.64,0,3098.31,26923.07,10,6,10,2,1,29,21,10,0.5,0,0.6,0.5272,0.6729,0.213363975,0.3271,0.554817276,6,0.930266913
120153,4/1/2025,3/31/2026,0.8549,0.3704,0.3752,28568.34,7052.14,983.24,9085.02,10,7,10,1,0,27,20,10,0,0.2469,0.7,0.6248,0.7493,0.13441712,0.2507,0.607973422,7,0.93429995
120154,4/1/2025,3/31/2026,0.8262,0.3235,0.5336,42895.6,0,4903.58,42408.65,11,7,11,3,0,34,27,11,0,0,0.6364,0.4664,0.6703,0.214314289,0.3297,0.853820598,9,0.971312698
120155,4/1/2025,3/31/2026,0.6929,0.325,0.2861,39951.94,25669.98,2414.58,19677.03,13,5,13,5,0,40,31,13,0,0.6425,0.3846,0.7139,0.7275,0.160437115,0.2725,0.803986711,9,0.964839103
120156,4/1/2025,3/31/2026,0.8991,0.3846,0.4665,26269.93,0,2681.14,23104.31,10,8,10,0,0,26,18,10,,0,0.8,0.5335,0.6918,0.202061178,0.3082,0.524916944,6,0.926662514
120157,4/1/2025,3/31/2026,0.6588,0.3043,0.3531,9471.71,0,955.95,9098.9,7,2,7,3,0,23,16,7,0,0,0.2857,0.6469,0.6932,0.200926865,0.3068,0.043189369,1,0.833775334
120158,4/1/2025,3/31/2026,0.8541,0.3448,0.5356,45273.43,380.99,4950.56,45007.29,10,7,10,2,0,29,21,10,0,0.0084,0.7,0.4644,0.6821,0.209348022,0.3179,0.900332226,10,0.976225457
120159,4/1/2025,3/31/2026,0.7326,0.3,0.4526,23739.58,0,2347.21,15010.59,9,4,9,2,0,30,24,9,0,0,0.4444,0.5474,0.696,0.198873274,0.304,0.435215947,5,0.917440053
120160,4/1/2025,3/31/2026,0.7638,0.3243,0.3205,38826.81,17755.71,4367.41,37644.3,12,6,12,3,0,37,26,12,0,0.4573,0.5,0.6795,0.6759,0.212484389,0.3241,0.794019934,8,0.962237882
120161,4/1/2025,3/31/2026,0.8161,0.3077,0.2892,13038.66,7891.53,1648.31,13038.66,8,5,8,3,0,26,17,8,0,0.6052,0.625,0.7108,0.6542,0.226417132,0.3458,0.122923588,2,0.862876835
120162,4/1/2025,3/31/2026,0.7527,0.3333,0.4343,21081.75,0,1012.41,10126.05,6,3,6,2,0,18,15,6,0,0,0.5,0.5657,0.7349,0.148023053,0.2651,0.352159468,4,0.906628253
120163,4/1/2025,3/31/2026,0.8275,0.3143,0.2453,27935.91,36240.93,3541.81,27935.91,11,7,11,4,0,35,28,11,0,1,0.6364,0.7547,0.6531,0.226783412,0.3469,0.568106312,6,0.932261503
120164,4/1/2025,3/31/2026,0.902,0.2941,0.3272,7647.87,0,780.77,7032.23,5,4,5,0,0,17,15,5,,0,0.8,0.6728,0.6913,0.202089863,0.3087,0.008305648,1,0.814301168
120165,4/1/2025,3/31/2026,0.7973,0.3333,0.2907,24389.14,14851.82,2577.43,24389.14,12,7,12,5,0,36,27,12,0,0.609,0.5833,0.7093,0.6869,0.205679413,0.3131,0.455149502,5,0.919898091
120166,4/1/2025,3/31/2026,0.831,0.3438,0.4993,33408.49,0,3045.3,25604.06,11,7,11,3,0,32,22,11,0,0,0.6364,0.5007,0.7065,0.191153476,0.2935,0.697674419,7,0.948551622
120167,4/1/2025,3/31/2026,0.8525,0.3704,0.5063,33860.69,0,3138.37,30254.58,10,7,10,2,0,27,20,10,0,0,0.7,0.4937,0.7051,0.192684762,0.2949,0.714285714,8,0.949775881
120168,4/1/2025,3/31/2026,0.7889,0.3265,0.4497,42111.09,6480.22,3617.97,42111.09,16,9,16,7,0,49,37,16,0,0.1539,0.5625,0.5503,0.71,0.185914898,0.29,0.837209302,9,0.969631912
120169,4/1/2025,3/31/2026,0.8221,0.2857,0.4535,23908.08,0,3550.7,23641.96,8,5,8,2,0,28,21,8,0,0,0.625,0.5465,0.6263,0.248514644,0.3737,0.441860465,5,0.918084085
120170,4/1/2025,3/31/2026,0.7756,0.3333,0.66,74525.52,0,3566.58,33474.13,13,7,13,3,0,39,32,13,0,0,0.5385,0.34,0.7363,0.147857164,0.2637,0.986710963,10,1
120171,4/1/2025,3/31/2026,0.8115,0.4545,0.3971,15381.86,0,1181.16,9685.47,5,3,5,1,0,11,11,5,0,0,0.6,0.6029,0.7185,0.176789153,0.2815,0.182724252,2,0.877925527
120172,4/1/2025,3/31/2026,0.7915,0.3043,0.3366,24064.5,7848.69,1924.54,13708.46,7,4,7,2,0,23,14,7,0,0.3262,0.5714,0.6634,0.7144,0.179974236,0.2856,0.448504983,5,0.918677895
120173,4/1/2025,3/31/2026,0.7694,0.2857,0.4121,17662.08,0,2126.34,17662.08,8,4,8,4,0,28,17,8,0,0,0.5,0.5879,0.6635,0.220390124,0.3365,0.249169435,3,0.890512303
120174,4/1/2025,3/31/2026,0.755,0.3137,0.2965,42757.62,24760.83,3975.24,29338.95,16,8,16,6,0,51,44,16,0,0.5791,0.5,0.7035,0.7044,0.192971498,0.2956,0.84717608,9,0.97101932
120175,4/1/2025,3/31/2026,0.7783,0.3143,0.3996,22737.96,2859.62,2696.14,22301.03,11,6,11,4,0,35,26,11,0,0.1258,0.5455,0.6004,0.6649,0.218574402,0.3351,0.405315615,5,0.913514747
120176,4/1/2025,3/31/2026,0.9149,0.3684,0.354,14079.68,2136.74,1450.17,14079.68,7,6,7,1,0,19,18,7,0,0.1518,0.8571,0.646,0.69,0.202997369,0.31,0.139534884,2,0.869871107
120177,4/1/2025,3/31/2026,0.7729,0.3269,0.159,30252.03,95388.9,2724.57,26127.89,17,9,17,6,0,52,43,17,0,1,0.5294,0.841,0.7072,0.190062386,0.2928,0.641196013,7,0.939514339
120178,4/1/2025,3/31/2026,0.696,0.3023,0.4222,49515.51,11159.86,4709.18,35839.08,13,5,13,6,0,43,30,13,0,0.2254,0.3846,0.5778,0.7024,0.19510515,0.2976,0.92358804,10,0.984381272
120179,4/1/2025,3/31/2026,0.7542,0.3415,0.4574,34132.38,3005.3,4446.94,32577.21,14,7,14,4,0,41,33,14,0,0.088,0.5,0.5426,0.6488,0.230285084,0.3512,0.717607973,8,0.9505036
120180,4/1/2025,3/31/2026,0.8737,0.322,0.552,76712.69,12022.01,6141.42,56077.3,19,14,19,4,0,59,50,19,0,0.1567,0.7368,0.448,0.7139,0.180057419,0.2861,0.995016611,10,1
120181,4/1/2025,3/31/2026,0.6806,0.3548,0.5547,57317.33,8745.16,6459.45,57317.33,11,4,11,7,0,31,26,11,0,0.1526,0.3636,0.4453,0.6749,0.212696282,0.3251,0.946843854,10,0.997704885
120182,4/1/2025,3/31/2026,0.7565,0.3125,0.5968,59130.89,0,6166.68,54618.16,10,5,10,2,1,32,27,10,0.5,0,0.5,0.4032,0.6884,0.204288638,0.3116,0.956810631,10,1
120183,4/1/2025,3/31/2026,0.8788,0.3636,0.3521,26024.7,7807.13,4004.78,26024.7,8,6,8,2,0,22,18,8,0,0.3,0.75,0.6479,0.6186,0.25388381,0.3814,0.508305648,6,0.925808493
120184,4/1/2025,3/31/2026,0.7044,0.3226,0.3963,17089.27,707.83,1675.66,16372.36,10,4,10,5,0,31,22,10,0,0.0414,0.4,0.6037,0.6977,0.19805334,0.3023,0.235880399,3,0.88751025
120185,4/1/2025,3/31/2026,0.9344,0.4167,0.3795,12596.48,0,1336.95,12596.48,5,5,5,0,0,12,8,5,,0,1,0.6205,0.6859,0.206136794,0.3141,0.112956811,2,0.859735329
120186,4/1/2025,3/31/2026,0.8591,0.35,0.4325,20939.48,0,2361.61,20939.48,7,5,7,2,0,20,17,7,0,0,0.7143,0.5675,0.6746,0.212782648,0.3254,0.342192691,4,0.906011671
120187,4/1/2025,3/31/2026,0.6484,0.3333,0.3034,10753.5,4508.06,1542.08,10753.5,4,1,4,3,0,12,10,4,0,0.4192,0.25,0.6966,0.6349,0.243402613,0.3651,0.073089701,1,0.84533189
120188,4/1/2025,3/31/2026,0.7631,0.3529,0.3675,11077.13,0,1499.76,11077.13,6,3,6,3,0,17,12,6,0,0,0.5,0.6325,0.6426,0.235392471,0.3574,0.079734219,1,0.84803174
120189,4/1/2025,3/31/2026,0.9049,0.3235,0.4414,21612.01,0,2678.83,21612.01,11,9,11,2,0,34,25,11,0,0,0.8182,0.5586,0.658,0.223950988,0.342,0.368770764,4,0.908890248
120190,4/1/2025,3/31/2026,0.7456,0.4,0.3356,28098.74,9910.28,2596.15,23998.91,10,5,10,4,0,25,19,10,0,0.3527,0.5,0.6644,0.7058,0.192393823,0.2942,0.588039867,6,0.932790714
120191,4/1/2025,3/31/2026,0.8509,0.4,0.4087,25794.78,3258.62,3175.02,25794.78,10,7,10,3,0,25,16,10,0,0.1263,0.7,0.5913,0.6596,0.223087694,0.3404,0.49833887,5,0.925000449
120192,4/1/2025,3/31/2026,0.6765,0.3158,0.2759,14166.43,10985.53,1482.29,13299.75,12,4,12,6,0,38,28,12,0,0.7755,0.3333,0.7241,0.6882,0.204633983,0.3118,0.142857143,2,0.87043041
120193,4/1/2025,3/31/2026,0.8747,0.3243,0.3135,33847.99,16532.83,4127.02,33333.15,12,9,12,2,0,37,28,12,0,0.4884,0.75,0.6865,0.6608,0.221928067,0.3392,0.710963455,8,0.949741721
120194,4/1/2025,3/31/2026,0.8608,0.3415,0.5035,43066.09,2634.38,5011.04,43066.09,14,10,14,4,0,41,33,14,0,0.0612,0.7143,0.4965,0.6676,0.216356976,0.3324,0.860465116,9,0.9716739
120195,4/1/2025,3/31/2026,0.8214,0.3478,0.3147,16012.95,6556.14,1844.86,16012.95,8,5,8,3,0,23,16,8,0,0.4094,0.625,0.6853,0.6692,0.215210502,0.3308,0.199335548,2,0.881586778
120196,4/1/2025,3/31/2026,0.7176,0.3243,0.3735,28010.13,7110.7,1464.71,15760.1,12,5,12,2,0,37,30,12,0,0.2539,0.4167,0.6265,0.7314,0.152292153,0.2686,0.571428571,6,0.932503106
120197,4/1/2025,3/31/2026,0.7208,0.3256,0.5702,50128.4,2409.02,2367.9,19951.88,14,6,14,5,0,43,39,14,0,0.0481,0.4286,0.4298,0.7378,0.147236696,0.2622,0.926910299,10,0.985501467
120198,4/1/2025,3/31/2026,0.8174,0.381,0.446,22503.73,0,1926.61,17708.76,8,5,8,2,0,21,19,8,0,0,0.625,0.554,0.7104,0.185612918,0.2896,0.388704319,4,0.912571873
120199,4/1/2025,3/31/2026,0.5828,0.3448,0.4442,22233.57,0,2801.31,21435.02,10,2,10,6,0,29,21,10,0,0,0.2,0.5558,0.6549,0.225994611,0.3451,0.38538206,4,0.911472102
120200,4/1/2025,3/31/2026,0.7289,0.3462,0.3778,20197.41,3305.67,2507.89,19426.13,9,4,9,4,0,26,17,9,0,0.1637,0.4444,0.6222,0.6576,0.224168891,0.3424,0.312292359,4,0.902726147
120201,4/1/2025,3/31/2026,0.7557,0.32,0.3988,15560.05,0,1029.36,8160.19,8,4,8,2,0,25,23,8,0,0,0.5,0.6012,0.7222,0.166154029,0.2778,0.189368771,2,0.878974292
120202,4/1/2025,3/31/2026,0.8096,0.3226,0.3465,16548.58,3587.1,2061.19,15965.47,10,6,10,3,0,31,24,10,0,0.2168,0.6,0.6535,0.6563,0.224553889,0.3437,0.215946844,3,0.88458275
120203,4/1/2025,3/31/2026,0.927,0.2812,0.5819,59838.17,1390.02,7214.01,59838.17,9,8,9,1,0,32,21,9,0,0.0232,0.8889,0.4181,0.6626,0.220558667,0.3374,0.96013289,10,1
120204,4/1/2025,3/31/2026,0.8727,0.3191,0.2223,48701.92,90410.33,5419.82,47842.11,15,11,15,2,0,47,34,15,0,1,0.7333,0.7777,0.6774,0.211285551,0.3226,0.913621262,10,0.98287264
120205,4/1/2025,3/31/2026,0.7666,0.3429,0.5399,43832.76,0,4945.39,42508.6,12,6,12,4,0,35,23,12,0,0,0.5,0.4601,0.6744,0.212824061,0.3256,0.870431894,9,0.973280697
120206,4/1/2025,3/31/2026,0.6556,0.3889,0.3657,10806.15,0,1159.48,10806.15,7,2,7,5,0,18,12,7,0,0,0.2857,0.6343,0.6836,0.207298159,0.3164,0.07641196,1,0.845776605
120207,4/1/2025,3/31/2026,0.7602,0.4,0.4516,33845.59,3477.99,3337.88,33845.59,6,3,6,3,0,15,13,6,0,0.1028,0.5,0.5484,0.6963,0.198620825,0.3037,0.707641196,8,0.949735264
120208,4/1/2025,3/31/2026,0.8689,0.3056,0.5007,33410.93,0,3665.66,29053.55,11,8,11,2,0,36,22,11,0,0,0.7273,0.4993,0.6811,0.209714396,0.3189,0.700996678,8,0.948558272
120209,4/1/2025,3/31/2026,0.6347,0.2857,0.2811,13749.73,9727.72,1503.69,13376.01,8,2,8,5,0,28,22,8,0,0.7075,0.25,0.7189,0.6819,0.20936142,0.3181,0.129568106,2,0.867711879
120210,4/1/2025,3/31/2026,0.8425,0.3429,0.437,29408.35,2899.47,2338.32,21050.91,12,8,12,2,0,35,28,12,0,0.0986,0.6667,0.563,0.7159,0.179512111,0.2841,0.624584718,7,0.936938781
120211,4/1/2025,3/31/2026,0.7816,0.375,0.2136,20610,70625.89,2022.45,16457.17,9,5,9,2,0,24,22,9,0,1,0.5556,0.7864,0.6974,0.198129549,0.3026,0.325581395,4,0.904567506
120212,4/1/2025,3/31/2026,0.707,0.3333,0.3047,30644.49,15657.13,3324.14,29298.35,15,6,15,6,0,45,26,15,0,0.5109,0.4,0.6953,0.6826,0.208474313,0.3174,0.644518272,7,0.940688046
120213,4/1/2025,3/31/2026,0.7504,0.3571,0.4818,40782.64,3699.09,3769.5,39805.51,10,5,10,3,0,28,23,10,0,0.0907,0.5,0.5182,0.7054,0.192429034,0.2946,0.813953488,9,0.966713037
120214,4/1/2025,3/31/2026,0.8625,0.3684,0.3073,9968.52,3746.88,1211.2,9653.62,7,5,7,1,0,19,16,7,0,0.3759,0.7143,0.6927,0.6611,0.22150249,0.3389,0.056478405,1,0.838430166
120215,4/1/2025,3/31/2026,0.6522,0.3056,0.3854,26095.83,5440.27,2616.77,20879.38,11,3,11,7,0,36,31,11,0,0.2085,0.2727,0.6146,0.6937,0.200275408,0.3063,0.518272425,6,0.926057031
120216,4/1/2025,3/31/2026,0.8679,0.3438,0.4624,25747.22,0,2469.49,25220,11,8,11,2,0,32,26,11,0,0,0.7273,0.5376,0.7017,0.195912879,0.2983,0.495016611,5,0.924832403
120217,4/1/2025,3/31/2026,0.9371,0.3333,0.3416,18889.66,4979.84,3036.94,18889.66,7,7,7,0,0,21,16,7,,0.2636,1,0.6584,0.6107,0.260772613,0.3893,0.285714286,3,0.896630825
120218,4/1/2025,3/31/2026,0.8255,0.3333,0.5377,45101.24,320.52,5003.07,40352.77,11,7,11,1,0,33,26,11,0,0.0071,0.6364,0.4623,0.6781,0.210929766,0.3219,0.893687708,9,0.975878466
120219,4/1/2025,3/31/2026,0.8557,0.3333,0.4396,26537.94,1765.88,2658.72,26537.94,10,7,10,3,0,30,22,10,0,0.0665,0.7,0.5604,0.694,0.200185621,0.306,0.531561462,6,0.927586796
120220,4/1/2025,3/31/2026,0.8142,0.3333,0.4604,49059.54,7725.16,5800.05,48279.02,13,8,13,3,0,39,29,13,0,0.1575,0.6154,0.5396,0.6657,0.218224712,0.3343,0.916943522,10,0.983538852
120221,4/1/2025,3/31/2026,0.7017,0.3448,0.2555,18540.29,23788.73,1909.81,17696.39,10,4,10,4,0,29,24,10,0,1,0.4,0.7445,0.6897,0.203008637,0.3103,0.275747508,3,0.894930935
120222,4/1/2025,3/31/2026,0.7823,0.3103,0.5296,42094.52,0,4818.54,40578.23,9,5,9,3,0,29,21,9,0,0,0.5556,0.4704,0.67,0.214469532,0.33,0.833887043,9,0.969596074
120223,4/1/2025,3/31/2026,0.8517,0.3448,0.14,36002.33,95388.9,4131.64,36002.33,10,7,10,3,0,29,24,10,0,1,0.7,0.86,0.6698,0.21476035,0.3302,0.740863787,8,0.955360428
120224,4/1/2025,3/31/2026,0.7921,0.3256,0.3727,31519.57,8723.48,3035.05,23644.87,14,8,14,2,0,43,32,14,0,0.2768,0.5714,0.6273,0.7011,0.196290971,0.2989,0.671096346,7,0.94325187
120225,4/1/2025,3/31/2026,0.8366,0.2857,0.3406,8575.12,0,1047.42,8065.6,6,4,6,1,0,21,16,6,0,0,0.6667,0.6594,0.6602,0.222146396,0.3398,0.023255814,1,0.824720768
120226,4/1/2025,3/31/2026,0.7862,0.3333,0.4889,30119.32,0,3315.48,29619.59,9,5,9,3,0,27,17,9,0,0,0.5556,0.5111,0.6801,0.210078182,0.3199,0.637873754,7,0.939114003
120227,4/1/2025,3/31/2026,0.9167,0.2917,0.5049,33682.25,0,4496.05,33682.25,7,6,7,1,0,24,18,7,0,0,0.8571,0.4951,0.6446,0.233484254,0.3554,0.704318937,8,0.949294747
120228,4/1/2025,3/31/2026,0.8155,0.3095,0.6029,50809.87,0,5436.8,41884.31,13,8,13,3,0,42,28,13,0,0,0.6154,0.3971,0.6839,0.207002832,0.3161,0.930232558,10,0.986731039
120229,4/1/2025,3/31/2026,0.7269,0.2903,0.2937,23799.79,13637.18,1233.37,11260.83,9,4,9,4,0,31,24,9,0,0.573,0.4444,0.7063,0.7337,0.151822726,0.2663,0.438538206,5,0.917670708
120230,4/1/2025,3/31/2026,0.7763,0.3143,0.4104,20944.89,1303.97,2317.74,20714.31,11,6,11,4,0,35,27,11,0,0.0623,0.5455,0.5896,0.6789,0.210658972,0.3211,0.34551495,4,0.906035194
120231,4/1/2025,3/31/2026,0.8374,0.2903,0.4717,27292.21,0,3074.44,27292.21,9,6,9,2,1,31,22,9,0.5,0,0.6667,0.5283,0.6751,0.212648994,0.3249,0.551495017,6,0.930138785
120232,4/1/2025,3/31/2026,0.8599,0.2917,0.3812,12755.83,0,1455.56,12755.83,7,5,7,2,0,24,18,7,0,0,0.7143,0.6188,0.6708,0.214109392,0.3292,0.11627907,2,0.860879975
120233,4/1/2025,3/31/2026,0.867,0.3043,0.2723,11721.9,11374.52,1553.68,11484.16,7,5,7,1,0,23,15,7,0,0.9704,0.7143,0.7277,0.6461,0.232545065,0.3539,0.102990033,2,0.853183212
120234,4/1/2025,3/31/2026,0.8359,0.2903,0.5156,36502.31,0,3650.2,29935.32,9,6,9,2,0,31,20,9,0,0,0.6667,0.4844,0.6943,0.199999151,0.3057,0.754152824,8,0.956616304
120235,4/1/2025,3/31/2026,0.7249,0.3043,0.3954,15263.85,0,1768.46,15263.85,7,3,7,4,0,23,16,7,0,0,0.4286,0.6046,0.6679,0.215859367,0.3321,0.176079734,2,0.877224253
120236,4/1/2025,3/31/2026,0.7803,0.2812,0.3325,18866.19,5605.79,2556.38,18866.19,9,5,9,4,0,32,21,9,0,0.2971,0.5556,0.6675,0.642,0.235500597,0.358,0.282392027,3,0.896517619
120237,4/1/2025,3/31/2026,0.7722,0.3333,0.2922,14261.58,8221.7,1674.42,14095.98,6,3,6,2,0,18,14,6,0,0.5765,0.5,0.7078,0.6665,0.217407749,0.3335,0.146179402,2,0.871039944
120238,4/1/2025,3/31/2026,0.7165,0.3333,0.3622,41025.64,13972.61,4827.66,40455.54,12,5,12,6,0,36,28,12,0,0.3406,0.4167,0.6378,0.6663,0.217674215,0.3337,0.820598007,9,0.967253997
120239,4/1/2025,3/31/2026,0.8566,0.3333,0.4163,18317.8,0,2197.59,18317.8,10,7,10,3,0,30,24,10,0,0,0.7,0.5837,0.664,0.219970193,0.336,0.262458472,3,0.893831613
120240,4/1/2025,3/31/2026,0.94,0.3684,0.3171,28643.63,13009.36,2761.5,28643.63,7,7,7,0,0,19,15,7,,0.4542,1,0.6829,0.7004,0.19640887,0.2996,0.611295681,7,0.934539612
120241,4/1/2025,3/31/2026,0.8533,0.2941,0.3761,26818.54,6267.28,3249.25,26405.3,10,7,10,2,0,34,20,10,0,0.2337,0.7,0.6239,0.662,0.221156856,0.338,0.53820598,6,0.928544549
120242,4/1/2025,3/31/2026,0.8617,0.3182,0.377,42388.03,12948.98,2672.87,22014.55,7,5,7,0,0,22,18,7,,0.3055,0.7143,0.623,0.7236,0.163057189,0.2764,0.840531561,9,0.970228796
120243,4/1/2025,3/31/2026,0.8282,0.3548,0.2664,38614.19,32180.98,4128.8,29972.48,11,7,11,2,0,31,25,11,0,0.8334,0.6364,0.7336,0.6841,0.206924423,0.3159,0.787375415,8,0.961737861
